<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
20230316;103200;75900.0000000;75907.0000000;75899.0000000;75900.0000000;844
20230316;103300;75903.0000000;75905.0000000;75887.0000000;75892.0000000;1464
20230316;103400;75890.0000000;75892.0000000;75878.0000000;75888.0000000;1341
20230316;103500;75888.0000000;75888.0000000;75881.0000000;75888.0000000;1068
20230316;103600;75887.0000000;75888.0000000;75873.0000000;75880.0000000;877
20230316;103700;75880.0000000;75880.0000000;75872.0000000;75874.0000000;860
20230316;103800;75875.0000000;75883.0000000;75866.0000000;75866.0000000;1201
20230316;103900;75867.0000000;75869.0000000;75860.0000000;75860.0000000;1250
20230316;104000;75861.0000000;75868.0000000;75838.0000000;75842.0000000;3687
20230316;104100;75842.0000000;75843.0000000;75829.0000000;75842.0000000;1413
20230316;104200;75842.0000000;75849.0000000;75840.0000000;75840.0000000;1185
20230316;104300;75840.0000000;75844.0000000;75818.0000000;75827.0000000;1318
20230316;104400;75827.0000000;75828.0000000;75786.0000000;75826.0000000;3215
20230316;104500;75824.0000000;75828.0000000;75809.0000000;75812.0000000;1217
20230316;104600;75811.0000000;75826.0000000;75800.0000000;75824.0000000;1476
20230316;104700;75821.0000000;75830.0000000;75812.0000000;75824.0000000;1257
20230316;104800;75824.0000000;75829.0000000;75811.0000000;75829.0000000;906
20230316;104900;75829.0000000;75829.0000000;75825.0000000;75827.0000000;698
20230316;105000;75827.0000000;75830.0000000;75802.0000000;75809.0000000;1277
20230316;105100;75809.0000000;75814.0000000;75792.0000000;75799.0000000;1079
20230316;105200;75799.0000000;75800.0000000;75782.0000000;75800.0000000;1492
20230316;105300;75799.0000000;75817.0000000;75770.0000000;75779.0000000;3687
20230316;105400;75777.0000000;75777.0000000;75710.0000000;75717.0000000;4142
20230316;105500;75717.0000000;75717.0000000;75622.0000000;75642.0000000;6771
20230316;105600;75640.0000000;75648.0000000;75586.0000000;75643.0000000;4608
20230316;105700;75642.0000000;75649.0000000;75617.0000000;75647.0000000;3819
20230316;105800;75644.0000000;75644.0000000;75600.0000000;75619.0000000;3477
20230316;105900;75619.0000000;75620.0000000;75606.0000000;75619.0000000;1344
20230316;110000;75618.0000000;75620.0000000;75571.0000000;75574.0000000;6674
20230316;110100;75574.0000000;75592.0000000;75560.0000000;75592.0000000;4810
20230316;110200;75592.0000000;75650.0000000;75584.0000000;75648.0000000;3707
20230316;110300;75650.0000000;75657.0000000;75636.0000000;75645.0000000;2380
20230316;110400;75643.0000000;75699.0000000;75627.0000000;75699.0000000;3199
20230316;110500;75699.0000000;75762.0000000;75693.0000000;75744.0000000;4733
20230316;110600;75744.0000000;75747.0000000;75709.0000000;75737.0000000;2021
20230316;110700;75733.0000000;75760.0000000;75720.0000000;75746.0000000;1694
20230316;110800;75748.0000000;75760.0000000;75706.0000000;75728.0000000;2132
20230316;110900;75730.0000000;75750.0000000;75725.0000000;75748.0000000;1539
20230316;111000;75747.0000000;75765.0000000;75744.0000000;75763.0000000;1836
20230316;111100;75762.0000000;75764.0000000;75681.0000000;75686.0000000;4191
20230316;111200;75689.0000000;75698.0000000;75683.0000000;75698.0000000;1180
20230316;111300;75694.0000000;75699.0000000;75692.0000000;75699.0000000;916
20230316;111400;75699.0000000;75700.0000000;75680.0000000;75687.0000000;1272
20230316;111500;75687.0000000;75699.0000000;75682.0000000;75698.0000000;1497
20230316;111600;75698.0000000;75699.0000000;75659.0000000;75665.0000000;3517
20230316;111700;75665.0000000;75710.0000000;75665.0000000;75710.0000000;1938
20230316;111800;75710.0000000;75719.0000000;75691.0000000;75699.0000000;1084
20230316;111900;75699.0000000;75705.0000000;75680.0000000;75699.0000000;1580
20230316;112000;75699.0000000;75700.0000000;75695.0000000;75700.0000000;1290
20230316;112100;75696.0000000;75720.0000000;75665.0000000;75672.0000000;3027
20230316;112200;75669.0000000;75691.0000000;75666.0000000;75686.0000000;876
20230316;112300;75690.0000000;75700.0000000;75671.0000000;75700.0000000;1773
20230316;112400;75699.0000000;75709.0000000;75686.0000000;75701.0000000;738
20230316;112500;75701.0000000;75708.0000000;75697.0000000;75707.0000000;767
20230316;112600;75703.0000000;75708.0000000;75694.0000000;75699.0000000;1304
20230316;112700;75699.0000000;75700.0000000;75695.0000000;75698.0000000;896
20230316;112800;75698.0000000;75700.0000000;75689.0000000;75698.0000000;1461
20230316;112900;75698.0000000;75725.0000000;75690.0000000;75696.0000000;2902
20230316;113000;75696.0000000;75709.0000000;75685.0000000;75686.0000000;2459
20230316;113100;75690.0000000;75710.0000000;75665.0000000;75692.0000000;4049
20230316;113200;75693.0000000;75709.0000000;75686.0000000;75703.0000000;2004
20230316;113300;75702.0000000;75709.0000000;75694.0000000;75699.0000000;1250
20230316;113400;75694.0000000;75699.0000000;75682.0000000;75690.0000000;1201
20230316;113500;75690.0000000;75706.0000000;75674.0000000;75701.0000000;2093
20230316;113600;75701.0000000;75724.0000000;75701.0000000;75724.0000000;2663
20230316;113700;75723.0000000;75744.0000000;75723.0000000;75740.0000000;2318
20230316;113800;75740.0000000;75741.0000000;75735.0000000;75738.0000000;1208
20230316;113900;75738.0000000;75740.0000000;75672.0000000;75680.0000000;5699
20230316;114000;75680.0000000;75694.0000000;75677.0000000;75694.0000000;1250
20230316;114100;75693.0000000;75699.0000000;75685.0000000;75686.0000000;1570
20230316;114200;75684.0000000;75686.0000000;75679.0000000;75685.0000000;1530
20230316;114300;75681.0000000;75686.0000000;75677.0000000;75683.0000000;1201
20230316;114400;75683.0000000;75685.0000000;75662.0000000;75670.0000000;1518
20230316;114500;75668.0000000;75670.0000000;75628.0000000;75653.0000000;5174
20230316;114600;75652.0000000;75654.0000000;75643.0000000;75654.0000000;1130
20230316;114700;75654.0000000;75654.0000000;75616.0000000;75628.0000000;3418
20230316;114800;75627.0000000;75629.0000000;75610.0000000;75627.0000000;2225
20230316;114900;75626.0000000;75628.0000000;75617.0000000;75619.0000000;1015
20230316;115000;75619.0000000;75619.0000000;75603.0000000;75608.0000000;1725
20230316;115100;75606.0000000;75614.0000000;75596.0000000;75596.0000000;1639
20230316;115200;75599.0000000;75608.0000000;75592.0000000;75608.0000000;2708
20230316;115300;75608.0000000;75617.0000000;75566.0000000;75573.0000000;4130
20230316;115400;75573.0000000;75574.0000000;75562.0000000;75574.0000000;3211
20230316;115500;75574.0000000;75574.0000000;75570.0000000;75574.0000000;1143
20230316;115600;75573.0000000;75574.0000000;75544.0000000;75556.0000000;2730
20230316;115700;75556.0000000;75558.0000000;75547.0000000;75558.0000000;1279
20230316;115800;75558.0000000;75558.0000000;75545.0000000;75555.0000000;2880
20230316;115900;75555.0000000;75558.0000000;75552.0000000;75558.0000000;1043
20230316;120000;75556.0000000;75558.0000000;75545.0000000;75558.0000000;1854
20230316;120100;75558.0000000;75558.0000000;75550.0000000;75558.0000000;1570
20230316;120200;75557.0000000;75558.0000000;75539.0000000;75546.0000000;1915
20230316;120300;75548.0000000;75550.0000000;75543.0000000;75550.0000000;1584
20230316;120400;75549.0000000;75550.0000000;75536.0000000;75538.0000000;1948
20230316;120500;75537.0000000;75550.0000000;75500.0000000;75538.0000000;7749
20230316;120600;75537.0000000;75539.0000000;75480.0000000;75490.0000000;5560
20230316;120700;75487.0000000;75505.0000000;75483.0000000;75498.0000000;1236
20230316;120800;75498.0000000;75509.0000000;75498.0000000;75509.0000000;990
20230316;120900;75509.0000000;75509.0000000;75505.0000000;75509.0000000;2263
20230316;121000;75509.0000000;75509.0000000;75507.0000000;75508.0000000;817
20230316;121100;75508.0000000;75550.0000000;75508.0000000;75541.0000000;10297
20230316;121200;75541.0000000;75543.0000000;75530.0000000;75533.0000000;1277
20230316;121300;75533.0000000;75540.0000000;75522.0000000;75535.0000000;1802
20230316;121400;75535.0000000;75544.0000000;75530.0000000;75544.0000000;1347
20230316;121500;75543.0000000;75549.0000000;75543.0000000;75549.0000000;591
20230316;121600;75549.0000000;75550.0000000;75547.0000000;75550.0000000;1343
20230316;121700;75549.0000000;75550.0000000;75549.0000000;75550.0000000;653
20230316;121800;75550.0000000;75550.0000000;75549.0000000;75549.0000000;1414
20230316;121900;75549.0000000;75558.0000000;75544.0000000;75557.0000000;6843
20230316;122000;75558.0000000;75558.0000000;75549.0000000;75554.0000000;1257
20230316;122100;75555.0000000;75556.0000000;75553.0000000;75554.0000000;565
20230316;122200;75553.0000000;75557.0000000;75550.0000000;75556.0000000;1068
20230316;122300;75557.0000000;75557.0000000;75500.0000000;75507.0000000;5752
20230316;122400;75507.0000000;75515.0000000;75469.0000000;75489.0000000;9709
20230316;122500;75489.0000000;75558.0000000;75487.0000000;75558.0000000;41814
20230316;122600;75558.0000000;75619.0000000;75177.0000000;75371.0000000;36648
20230316;122700;75370.0000000;75592.0000000;75350.0000000;75544.0000000;14227
20230316;122800;75549.0000000;75780.0000000;75530.0000000;75675.0000000;22523
20230316;122900;75678.0000000;75774.0000000;75525.0000000;75584.0000000;20905
20230316;123000;75585.0000000;75874.0000000;75570.0000000;75814.0000000;17924
20230316;123100;75813.0000000;75950.0000000;75790.0000000;75887.0000000;13245
20230316;123200;75886.0000000;75922.0000000;75850.0000000;75879.0000000;6410
20230316;123300;75876.0000000;75900.0000000;75847.0000000;75850.0000000;3057
20230316;123400;75850.0000000;75895.0000000;75800.0000000;75810.0000000;6790
20230316;123500;75809.0000000;75846.0000000;75736.0000000;75743.0000000;4884
20230316;123600;75741.0000000;75750.0000000;75690.0000000;75703.0000000;4630
20230316;123700;75702.0000000;75738.0000000;75675.0000000;75676.0000000;2688
20230316;123800;75676.0000000;75713.0000000;75676.0000000;75699.0000000;1511
20230316;123900;75698.0000000;75800.0000000;75695.0000000;75767.0000000;2565
20230316;124000;75771.0000000;75800.0000000;75734.0000000;75736.0000000;2666
20230316;124100;75735.0000000;75748.0000000;75722.0000000;75748.0000000;1417
20230316;124200;75748.0000000;75749.0000000;75704.0000000;75705.0000000;1651
20230316;124300;75705.0000000;75707.0000000;75675.0000000;75696.0000000;2388
20230316;124400;75696.0000000;75696.0000000;75680.0000000;75685.0000000;1030
20230316;124500;75684.0000000;75700.0000000;75671.0000000;75690.0000000;2140
