<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
20220616;131400;62617.0000000;62625.0000000;62584.0000000;62591.0000000;1312
20220616;131500;62589.0000000;62640.0000000;62525.0000000;62561.0000000;5094
20220616;131600;62557.0000000;62609.0000000;62552.0000000;62570.0000000;2466
20220616;131700;62569.0000000;62584.0000000;62556.0000000;62556.0000000;1623
20220616;131800;62556.0000000;62567.0000000;62517.0000000;62519.0000000;3638
20220616;131900;62516.0000000;62526.0000000;62468.0000000;62490.0000000;6749
20220616;132000;62490.0000000;62537.0000000;62435.0000000;62465.0000000;4463
20220616;132100;62466.0000000;62481.0000000;62399.0000000;62406.0000000;5717
20220616;132200;62415.0000000;62455.0000000;62392.0000000;62455.0000000;4593
20220616;132300;62449.0000000;62452.0000000;62413.0000000;62435.0000000;2311
20220616;132400;62435.0000000;62440.0000000;62380.0000000;62436.0000000;3347
20220616;132500;62434.0000000;62486.0000000;62432.0000000;62473.0000000;3664
20220616;132600;62473.0000000;62535.0000000;62461.0000000;62528.0000000;4908
20220616;132700;62520.0000000;62564.0000000;62452.0000000;62455.0000000;4177
20220616;132800;62464.0000000;62497.0000000;62441.0000000;62487.0000000;2054
20220616;132900;62490.0000000;62519.0000000;62463.0000000;62478.0000000;2006
20220616;133000;62478.0000000;62482.0000000;62310.0000000;62330.0000000;12023
20220616;133100;62330.0000000;62368.0000000;62288.0000000;62288.0000000;8400
20220616;133200;62294.0000000;62365.0000000;62265.0000000;62362.0000000;4502
20220616;133300;62361.0000000;62377.0000000;62287.0000000;62310.0000000;5420
20220616;133400;62310.0000000;62310.0000000;62233.0000000;62235.0000000;7466
20220616;133500;62233.0000000;62252.0000000;62205.0000000;62211.0000000;6110
20220616;133600;62210.0000000;62250.0000000;62173.0000000;62216.0000000;8871
20220616;133700;62216.0000000;62264.0000000;62178.0000000;62241.0000000;6707
20220616;133800;62241.0000000;62292.0000000;62226.0000000;62287.0000000;5287
20220616;133900;62289.0000000;62304.0000000;62250.0000000;62276.0000000;3415
20220616;134000;62274.0000000;62280.0000000;62250.0000000;62275.0000000;3254
20220616;134100;62274.0000000;62290.0000000;62255.0000000;62255.0000000;2481
20220616;134200;62264.0000000;62288.0000000;62222.0000000;62268.0000000;3132
20220616;134300;62269.0000000;62280.0000000;62222.0000000;62238.0000000;1712
20220616;134400;62234.0000000;62237.0000000;62180.0000000;62194.0000000;3765
20220616;134500;62195.0000000;62200.0000000;62155.0000000;62158.0000000;4664
20220616;134600;62158.0000000;62200.0000000;62155.0000000;62200.0000000;2840
20220616;134700;62199.0000000;62245.0000000;62191.0000000;62226.0000000;4286
20220616;134800;62226.0000000;62231.0000000;62152.0000000;62187.0000000;3459
20220616;134900;62187.0000000;62244.0000000;62179.0000000;62207.0000000;3162
20220616;135000;62207.0000000;62268.0000000;62189.0000000;62266.0000000;2980
20220616;135100;62266.0000000;62268.0000000;62229.0000000;62245.0000000;1191
20220616;135200;62247.0000000;62285.0000000;62231.0000000;62263.0000000;2071
20220616;135300;62257.0000000;62280.0000000;62251.0000000;62270.0000000;1170
20220616;135400;62265.0000000;62273.0000000;62230.0000000;62230.0000000;1627
20220616;135500;62236.0000000;62236.0000000;62155.0000000;62193.0000000;5011
20220616;135600;62194.0000000;62214.0000000;62155.0000000;62162.0000000;2847
20220616;135700;62162.0000000;62212.0000000;62155.0000000;62212.0000000;2809
20220616;135800;62212.0000000;62230.0000000;62182.0000000;62186.0000000;2372
20220616;135900;62184.0000000;62199.0000000;62165.0000000;62170.0000000;1618
20220616;140500;62180.0000000;62217.0000000;62113.0000000;62141.0000000;10422
20220616;140600;62142.0000000;62150.0000000;62080.0000000;62080.0000000;8580
20220616;140700;62080.0000000;62180.0000000;62080.0000000;62147.0000000;6700
20220616;140800;62137.0000000;62142.0000000;62087.0000000;62107.0000000;5073
20220616;140900;62107.0000000;62108.0000000;62020.0000000;62035.0000000;12610
20220616;141000;62035.0000000;62036.0000000;61950.0000000;61983.0000000;13838
20220616;141100;61983.0000000;62015.0000000;61938.0000000;62014.0000000;8663
20220616;141200;62009.0000000;62048.0000000;61975.0000000;62044.0000000;4885
20220616;141300;62044.0000000;62058.0000000;62020.0000000;62040.0000000;2363
20220616;141400;62039.0000000;62136.0000000;62029.0000000;62130.0000000;4908
20220616;141500;62130.0000000;62134.0000000;62082.0000000;62132.0000000;2433
20220616;141600;62132.0000000;62198.0000000;62126.0000000;62190.0000000;4419
20220616;141700;62190.0000000;62273.0000000;62172.0000000;62247.0000000;5586
20220616;141800;62247.0000000;62345.0000000;62216.0000000;62330.0000000;7664
20220616;141900;62328.0000000;62359.0000000;62265.0000000;62303.0000000;6740
20220616;142000;62311.0000000;62320.0000000;62266.0000000;62319.0000000;4084
20220616;142100;62318.0000000;62389.0000000;62315.0000000;62326.0000000;5662
20220616;142200;62327.0000000;62338.0000000;62273.0000000;62315.0000000;3652
20220616;142300;62315.0000000;62318.0000000;62255.0000000;62256.0000000;2172
20220616;142400;62256.0000000;62268.0000000;62222.0000000;62268.0000000;3061
20220616;142500;62268.0000000;62320.0000000;62267.0000000;62315.0000000;1685
20220616;142600;62312.0000000;62384.0000000;62304.0000000;62304.0000000;3933
20220616;142700;62306.0000000;62312.0000000;62273.0000000;62310.0000000;2390
20220616;142800;62310.0000000;62358.0000000;62310.0000000;62350.0000000;2691
20220616;142900;62350.0000000;62380.0000000;62326.0000000;62356.0000000;2744
20220616;143000;62353.0000000;62426.0000000;62346.0000000;62412.0000000;6008
20220616;143100;62411.0000000;62449.0000000;62361.0000000;62385.0000000;5055
20220616;143200;62384.0000000;62385.0000000;62295.0000000;62295.0000000;4139
20220616;143300;62298.0000000;62303.0000000;62250.0000000;62269.0000000;3845
20220616;143400;62269.0000000;62273.0000000;62204.0000000;62260.0000000;3461
20220616;143500;62264.0000000;62270.0000000;62205.0000000;62238.0000000;2299
20220616;143600;62238.0000000;62238.0000000;62160.0000000;62167.0000000;4111
20220616;143700;62167.0000000;62213.0000000;62135.0000000;62187.0000000;3590
20220616;143800;62184.0000000;62234.0000000;62179.0000000;62228.0000000;1900
20220616;143900;62223.0000000;62312.0000000;62223.0000000;62276.0000000;3516
20220616;144000;62273.0000000;62305.0000000;62232.0000000;62284.0000000;2254
20220616;144100;62286.0000000;62292.0000000;62217.0000000;62239.0000000;2220
20220616;144200;62237.0000000;62241.0000000;62142.0000000;62178.0000000;4813
20220616;144300;62178.0000000;62223.0000000;62165.0000000;62210.0000000;1438
20220616;144400;62210.0000000;62250.0000000;62210.0000000;62246.0000000;1312
20220616;144500;62246.0000000;62246.0000000;62205.0000000;62221.0000000;1613
20220616;144600;62221.0000000;62244.0000000;62220.0000000;62238.0000000;870
20220616;144700;62238.0000000;62242.0000000;62220.0000000;62227.0000000;925
20220616;144800;62227.0000000;62293.0000000;62222.0000000;62290.0000000;1457
20220616;144900;62292.0000000;62360.0000000;62289.0000000;62330.0000000;3068
20220616;145000;62330.0000000;62330.0000000;62274.0000000;62287.0000000;1926
20220616;145100;62286.0000000;62294.0000000;62258.0000000;62270.0000000;909
20220616;145200;62269.0000000;62269.0000000;62233.0000000;62251.0000000;1368
20220616;145300;62249.0000000;62314.0000000;62247.0000000;62297.0000000;1569
