<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
20221215;143500;65151.0000000;65152.0000000;65131.0000000;65135.0000000;3649
20221215;143600;65134.0000000;65143.0000000;65121.0000000;65141.0000000;1755
20221215;143700;65140.0000000;65146.0000000;65130.0000000;65144.0000000;1392
20221215;143800;65141.0000000;65141.0000000;65120.0000000;65122.0000000;3280
20221215;143900;65123.0000000;65125.0000000;65091.0000000;65105.0000000;3877
20221215;144000;65104.0000000;65105.0000000;65080.0000000;65095.0000000;2778
20221215;144100;65097.0000000;65106.0000000;65091.0000000;65100.0000000;3408
20221215;144200;65100.0000000;65104.0000000;65065.0000000;65066.0000000;1562
20221215;144300;65066.0000000;65094.0000000;65066.0000000;65076.0000000;1292
20221215;144400;65079.0000000;65080.0000000;65068.0000000;65078.0000000;379
20221215;144500;65078.0000000;65080.0000000;65059.0000000;65060.0000000;3588
20221215;144600;65060.0000000;65074.0000000;65051.0000000;65063.0000000;4505
20221215;144700;65064.0000000;65090.0000000;65060.0000000;65090.0000000;2707
20221215;144800;65089.0000000;65124.0000000;65086.0000000;65121.0000000;2144
20221215;144900;65121.0000000;65155.0000000;65121.0000000;65143.0000000;3086
20221215;145000;65143.0000000;65158.0000000;65142.0000000;65152.0000000;552
20221215;145100;65155.0000000;65178.0000000;65141.0000000;65142.0000000;2153
20221215;145200;65144.0000000;65183.0000000;65141.0000000;65170.0000000;980
20221215;145300;65170.0000000;65173.0000000;65156.0000000;65160.0000000;505
20221215;145400;65158.0000000;65160.0000000;65107.0000000;65143.0000000;6854
20221215;145500;65141.0000000;65150.0000000;65136.0000000;65150.0000000;3943
20221215;145600;65150.0000000;65150.0000000;65144.0000000;65145.0000000;4084
20221215;145700;65146.0000000;65147.0000000;65101.0000000;65106.0000000;3230
20221215;145800;65104.0000000;65121.0000000;65104.0000000;65121.0000000;473
20221215;145900;65120.0000000;65121.0000000;65093.0000000;65096.0000000;2223
20221215;150000;65096.0000000;65100.0000000;65094.0000000;65099.0000000;2003
20221215;150100;65098.0000000;65100.0000000;65096.0000000;65100.0000000;2008
20221215;150200;65100.0000000;65100.0000000;65099.0000000;65100.0000000;1134
20221215;150300;65100.0000000;65100.0000000;65096.0000000;65100.0000000;1862
20221215;150400;65100.0000000;65100.0000000;65080.0000000;65091.0000000;2187
